"Libellé";"Indice CVS-CJO de la production industrielle (base 100 en 2015) - Industrie automobile (NAF rév. 2, niveau A64, poste CL1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2015) - Industrie automobile (NAF rév. 2, niveau A64, poste CL1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2015) - Industrie automobile (NAF rév. 2, niveau A64, poste CL1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2015) - Industrie automobile (NAF rév. 2, niveau A64, poste CL1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2015) - Industrie automobile (NAF rév. 2, niveau A64, poste CL1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2015) - Industrie automobile (NAF rév. 2, niveau A64, poste CL1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2015) - Industrie automobile (NAF rév. 2, niveau A64, poste CL1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2015) - Industrie automobile (NAF rév. 2, niveau A64, poste CL1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2015) - Industrie automobile (NAF rév. 2, niveau A64, poste CL1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2015) - Industrie automobile (NAF rév. 2, niveau A64, poste CL1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2015) - Industrie automobile (NAF rév. 2, niveau A64, poste CL1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2015) - Industrie automobile (NAF rév. 2, niveau A64, poste CL1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2015) - Industrie automobile (NAF rév. 2, niveau A64, poste CL1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2015) - Industrie automobile (NAF rév. 2, niveau A64, poste CL1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2015) - Industrie automobile (NAF rév. 2, niveau A64, poste CL1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2015) - Industrie automobile (NAF rév. 2, niveau A64, poste CL1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2015) - Industrie automobile (NAF rév. 2, niveau A64, poste CL1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2015) - Industrie automobile (NAF rév. 2, niveau A64, poste CL1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2015) - Industrie automobile (NAF rév. 2, niveau A64, poste CL1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2015) - Industrie automobile (NAF rév. 2, niveau A64, poste CL1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2015) - Industrie automobile (NAF rév. 2, niveau A64, poste CL1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2015) - Industrie automobile (NAF rév. 2, niveau A64, poste CL1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2015) - Industrie automobile (NAF rév. 2, niveau A64, poste CL1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2015) - Industrie automobile (NAF rév. 2, niveau A64, poste CL1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2015) - Industrie automobile (NAF rév. 2, niveau A64, poste CL1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2015) - Industrie automobile (NAF rév. 2, niveau A64, poste CL1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2015) - Industrie automobile (NAF rév. 2, niveau A64, poste CL1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2015) - Industrie automobile (NAF rév. 2, niveau A64, poste CL1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2015) - Industrie automobile (NAF rév. 2, niveau A64, poste CL1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2015) - Industrie automobile (NAF rév. 2, niveau A64, poste CL1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2015) - Industrie automobile (NAF rév. 2, niveau A64, poste CL1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2015) - Industrie automobile (NAF rév. 2, niveau A64, poste CL1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2015) - Industrie automobile (NAF rév. 2, niveau A64, poste CL1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2015) - Industrie automobile (NAF rév. 2, niveau A64, poste CL1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2015) - Industrie automobile (NAF rév. 2, niveau A64, poste CL1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2015) - Industrie automobile (NAF rév. 2, niveau A64, poste CL1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2015) - Industrie automobile (NAF rév. 2, niveau A64, poste CL1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2015) - Industrie automobile (NAF rév. 2, niveau A64, poste CL1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2015) - Industrie automobile (NAF rév. 2, niveau A64, poste CL1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2015) - Industrie automobile (NAF rév. 2, niveau A64, poste CL1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2015) - Industrie automobile (NAF rév. 2, niveau A64, poste CL1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2015) - Industrie automobile (NAF rév. 2, niveau A64, poste CL1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2015) - Industrie automobile (NAF rév. 2, niveau A64, poste CL1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2015) - Industrie automobile (NAF rév. 2, niveau A64, poste CL1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2015) - Industrie automobile (NAF rév. 2, niveau A64, poste CL1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2015) - Industrie automobile (NAF rév. 2, niveau A64, poste CL1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2015) - Industrie automobile (NAF rév. 2, niveau A64, poste CL1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2015) - Industrie automobile (NAF rév. 2, niveau A64, poste CL1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2015) - Industrie automobile (NAF rév. 2, niveau A64, poste CL1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2015) - Industrie automobile (NAF rév. 2, niveau A64, poste CL1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2015) - Industrie automobile (NAF rév. 2, niveau A64, poste CL1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2015) - Industrie automobile (NAF rév. 2, niveau A64, poste CL1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2015) - Industrie automobile (NAF rév. 2, niveau A64, poste CL1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2015) - Industrie automobile (NAF rév. 2, niveau A64, poste CL1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2015) - Industrie automobile (NAF rév. 2, niveau A64, poste CL1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2015) - Industrie automobile (NAF rév. 2, niveau A64, poste CL1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2015) - Industrie automobile (NAF rév. 2, niveau A64, poste CL1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2015) - Industrie automobile (NAF rév. 2, niveau A64, poste CL1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2015) - Industrie automobile (NAF rév. 2, niveau A64, poste CL1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2015) - Industrie automobile (NAF rév. 2, niveau A64, poste CL1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2015) - Industrie automobile (NAF rév. 2, niveau A64, poste CL1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2015) - Industrie automobile (NAF rév. 2, niveau A64, poste CL1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2015) - Industrie automobile (NAF rév. 2, niveau A64, poste CL1)";"Codes"
"2015-01";"95.62";"A";"95.62";"A";"95.58";"A";"95.59";"A";"95.58";"A";"95.61";"A";"95.49";"A";"95.49";"A";"95.5";"A";"95.47";"A";"95.42";"A";"95.4";"A";"95.43";"A";"95.45";"A";"95.45";"A";"95.46";"A";"95.46";"A";"95.46";"A";"95.46";"A";"95.46";"A";"95.47";"A";"95.46";"A";"95.47";"A";"95.48";"A";"95.48";"A";"95.49";"A";"95.49";"A";"95.49";"A";"95.49";"A";"95.52";"A";"95.51";"A";"95.51";"A";"95.5";"A";"95.5";"A";"95.48";"A";"95.48";"A";"96.08";"A";"96.09";"A";"96.09";"A";"95.8";"A";"95.79";"A";"95.79";"A";"95.78";"A";"95.79";"A";"95.75";"A";"95.79";"A";"95.8";"A";"95.78";"A";"95.83";"A";"95.82";"A";"95.87";"A";"95.15";"A";"95.14";"A";"95.08";"A";"95.1";"A";"95.07";"A";"95.09";"A";"95.07";"A";"95.07";"A";"95.15";"A";"95.17";"A";"95.14";"A";"95.27";"A"
"2014-12";"91.13";"A";"91.1";"A";"91.1";"A";"91.1";"A";"91.11";"A";"91.09";"A";"91.09";"A";"91.07";"A";"91.08";"A";"91.01";"A";"91.14";"A";"91.12";"A";"91.18";"A";"91.21";"A";"91.21";"A";"92.15";"A";"92.17";"A";"92.16";"A";"92.16";"A";"92.16";"A";"92.17";"A";"92.17";"A";"92.16";"A";"92.18";"A";"92.18";"A";"92.18";"A";"92.18";"A";"92.19";"A";"92.11";"A";"92.13";"A";"92.14";"A";"92.15";"A";"92.12";"A";"92.14";"A";"92.11";"A";"92.12";"A";"92.29";"A";"92.29";"A";"92.29";"A";"91.44";"A";"91.41";"A";"91.46";"A";"91.43";"A";"91.37";"A";"91.35";"A";"91.32";"A";"91.29";"A";"91.25";"A";"91.31";"A";"91.31";"A";"91.33";"A";"92.62";"A";"92.62";"A";"92.59";"A";"92.63";"A";"92.59";"A";"92.68";"A";"92.69";"A";"92.69";"A";"92.77";"A";"92.78";"A";"92.8";"A";"92.86";"A"
"2014-11";"89.43";"A";"89.45";"A";"89.45";"A";"89.44";"A";"89.45";"A";"89.41";"A";"89.26";"A";"89.29";"A";"89.27";"A";"89.35";"A";"89.19";"A";"89.19";"A";"89.23";"A";"89.24";"A";"89.24";"A";"88.61";"A";"88.61";"A";"88.61";"A";"88.6";"A";"88.61";"A";"88.61";"A";"88.62";"A";"88.62";"A";"88.66";"A";"88.64";"A";"88.67";"A";"88.67";"A";"88.67";"A";"88.7";"A";"88.68";"A";"88.65";"A";"88.63";"A";"88.63";"A";"88.62";"A";"88.61";"A";"88.62";"A";"89.42";"A";"89.41";"A";"89.43";"A";"89.51";"A";"89.64";"A";"89.62";"A";"89.63";"A";"89.47";"A";"89.44";"A";"89.44";"A";"89.32";"A";"89.3";"A";"89.35";"A";"89.34";"A";"89.34";"A";"89.59";"A";"89.59";"A";"89.56";"A";"89.57";"A";"89.44";"A";"89.54";"A";"89.54";"A";"89.54";"A";"89.56";"A";"89.57";"A";"89.5";"A";"89.63";"A"
"2014-10";"91.45";"A";"91.51";"A";"91.53";"A";"91.53";"A";"91.54";"A";"91.52";"A";"91.56";"A";"91.57";"A";"91.49";"A";"91.5";"A";"91.55";"A";"91.56";"A";"91.57";"A";"91.59";"A";"91.59";"A";"91.46";"A";"91.47";"A";"91.46";"A";"91.46";"A";"91.46";"A";"91.47";"A";"91.47";"A";"91.46";"A";"91.43";"A";"91.35";"A";"91.43";"A";"91.44";"A";"91.44";"A";"91.42";"A";"91.5";"A";"91.51";"A";"91.5";"A";"91.48";"A";"91.48";"A";"91.44";"A";"91.46";"A";"91.47";"A";"91.47";"A";"91.49";"A";"91.5";"A";"91.5";"A";"91.49";"A";"91.62";"A";"91.6";"A";"91.59";"A";"91.55";"A";"91.56";"A";"91.53";"A";"91.55";"A";"91.54";"A";"91.53";"A";"91.48";"A";"91.48";"A";"91.56";"A";"91.68";"A";"91.63";"A";"91.78";"A";"91.75";"A";"91.75";"A";"91.82";"A";"91.81";"A";"91.88";"A";"91.93";"A"
"2014-09";"94.37";"A";"94.31";"A";"94.31";"A";"94.32";"A";"94.3";"A";"94.31";"A";"94.48";"A";"94.52";"A";"94.61";"A";"94.3";"A";"94.62";"A";"94.64";"A";"94.62";"A";"94.62";"A";"94.62";"A";"94.92";"A";"94.94";"A";"94.93";"A";"94.94";"A";"94.94";"A";"94.95";"A";"94.96";"A";"94.96";"A";"94.96";"A";"94.98";"A";"94.95";"A";"94.95";"A";"94.95";"A";"94.89";"A";"94.86";"A";"95.05";"A";"95.05";"A";"95.03";"A";"95.03";"A";"95.08";"A";"95.09";"A";"95.32";"A";"95.31";"A";"95.23";"A";"95.36";"A";"95.25";"A";"95.3";"A";"95.28";"A";"95.14";"A";"95.13";"A";"95.14";"A";"95.16";"A";"95.18";"A";"95.15";"A";"95.16";"A";"95.17";"A";"95.73";"A";"95.6";"A";"95.59";"A";"95.56";"A";"95.51";"A";"95.53";"A";"95.56";"A";"95.57";"A";"95.56";"A";"95.57";"A";"95.57";"A";"95.58";"A"
"2014-08";"97.22";"A";"97.26";"A";"97.29";"A";"97.27";"A";"97.27";"A";"97.24";"A";"97.24";"A";"97.21";"A";"97.29";"A";"97.31";"A";"97.24";"A";"97.17";"A";"97.15";"A";"97.15";"A";"97.15";"A";"99.03";"A";"98.94";"A";"99.02";"A";"99.02";"A";"99.01";"A";"98.92";"A";"98.93";"A";"98.94";"A";"98.86";"A";"98.87";"A";"98.85";"A";"98.83";"A";"98.87";"A";"98.8";"A";"98.86";"A";"98.84";"A";"98.94";"A";"99.16";"A";"99.15";"A";"99.35";"A";"99.22";"A";"100.49";"A";"100.48";"A";"100.48";"A";"99.98";"A";"100.09";"A";"100.19";"A";"100.03";"A";"100.76";"A";"100.58";"A";"100.6";"A";"100.57";"A";"100.58";"A";"100.59";"A";"100.62";"A";"100.6";"A";"99.52";"A";"99.75";"A";"99.85";"A";"99.74";"A";"100.05";"A";"99.3";"A";"99.3";"A";"99.26";"A";"99.15";"A";"99.16";"A";"99.18";"A";"99.06";"A"
"2014-07";"96.04";"A";"96.04";"A";"96.02";"A";"96.02";"A";"96.04";"A";"96.12";"A";"96.28";"A";"96.18";"A";"96.18";"A";"96.27";"A";"96.13";"A";"96.13";"A";"95.93";"A";"95.9";"A";"95.9";"A";"95.61";"A";"95.62";"A";"95.62";"A";"95.62";"A";"95.63";"A";"95.64";"A";"95.63";"A";"95.63";"A";"95.64";"A";"95.67";"A";"95.63";"A";"95.62";"A";"95.62";"A";"95.62";"A";"95.68";"A";"95.63";"A";"95.62";"A";"95.59";"A";"95.57";"A";"95.55";"A";"95.57";"A";"95.87";"A";"95.87";"A";"95.91";"A";"95.89";"A";"95.81";"A";"95.58";"A";"95.63";"A";"95.69";"A";"96.02";"A";"95.72";"A";"95.84";"A";"95.87";"A";"95.83";"A";"95.84";"A";"95.64";"A";"95.06";"A";"95.01";"A";"95.01";"A";"95.01";"A";"94.98";"A";"95.06";"A";"95.13";"A";"95.15";"A";"95.13";"A";"95.08";"A";"95.13";"A";"95.1";"A"
"2014-06";"94.55";"A";"94.57";"A";"94.57";"A";"94.57";"A";"94.57";"A";"94.58";"A";"94.36";"A";"94.38";"A";"94.42";"A";"94.54";"A";"94.25";"A";"94.26";"A";"94.34";"A";"94.34";"A";"94.34";"A";"94.08";"A";"94.08";"A";"94.07";"A";"94.07";"A";"94.07";"A";"94.08";"A";"94.08";"A";"94.09";"A";"94.09";"A";"94.1";"A";"94.1";"A";"94.1";"A";"94.09";"A";"94.12";"A";"94.11";"A";"94.1";"A";"94.1";"A";"94.07";"A";"94.06";"A";"94.03";"A";"94.06";"A";"94.26";"A";"94.26";"A";"94.28";"A";"94.01";"A";"94.02";"A";"94.03";"A";"94.03";"A";"94.0";"A";"93.99";"A";"94.07";"A";"94.04";"A";"94.04";"A";"94.04";"A";"94.04";"A";"94.07";"A";"94.52";"A";"94.51";"A";"94.52";"A";"94.47";"A";"94.42";"A";"94.56";"A";"94.56";"A";"94.56";"A";"94.53";"A";"94.52";"A";"94.52";"A";"94.49";"A"
"2014-05";"92.52";"A";"92.52";"A";"92.51";"A";"92.53";"A";"92.49";"A";"92.58";"A";"92.27";"A";"92.21";"A";"92.38";"A";"92.4";"A";"92.15";"A";"92.11";"A";"92.29";"A";"92.31";"A";"92.31";"A";"92.54";"A";"92.54";"A";"92.53";"A";"92.53";"A";"92.53";"A";"92.54";"A";"92.54";"A";"92.54";"A";"92.52";"A";"92.54";"A";"92.53";"A";"92.52";"A";"92.52";"A";"92.52";"A";"92.55";"A";"92.53";"A";"92.53";"A";"92.5";"A";"92.53";"A";"92.5";"A";"92.5";"A";"91.98";"A";"91.98";"A";"92.0";"A";"91.74";"A";"91.8";"A";"91.81";"A";"91.82";"A";"91.85";"A";"91.79";"A";"91.83";"A";"91.83";"A";"91.81";"A";"91.82";"A";"91.83";"A";"91.91";"A";"91.84";"A";"91.74";"A";"91.7";"A";"91.69";"A";"91.75";"A";"91.82";"A";"91.78";"A";"91.8";"A";"91.69";"A";"91.68";"A";"91.64";"A";"91.71";"A"
"2014-04";"92.52";"A";"92.51";"A";"92.51";"A";"92.51";"A";"92.52";"A";"92.53";"A";"92.48";"A";"92.58";"A";"92.55";"A";"92.52";"A";"92.54";"A";"92.54";"A";"92.52";"A";"92.52";"A";"92.52";"A";"92.84";"A";"92.85";"A";"92.83";"A";"92.83";"A";"92.84";"A";"92.85";"A";"92.84";"A";"92.84";"A";"92.85";"A";"92.88";"A";"92.86";"A";"92.86";"A";"92.85";"A";"92.8";"A";"92.85";"A";"92.84";"A";"92.85";"A";"92.84";"A";"92.84";"A";"92.81";"A";"92.82";"A";"92.94";"A";"92.95";"A";"92.96";"A";"92.92";"A";"92.92";"A";"92.92";"A";"92.91";"A";"92.93";"A";"92.93";"A";"92.96";"A";"92.9";"A";"92.88";"A";"92.85";"A";"92.86";"A";"92.89";"A";"93.32";"A";"93.29";"A";"93.27";"A";"93.26";"A";"93.21";"A";"93.36";"A";"93.33";"A";"93.33";"A";"93.36";"A";"93.32";"A";"93.31";"A";"93.31";"A"
"2014-03";"92.94";"A";"92.94";"A";"92.94";"A";"92.94";"A";"92.94";"A";"92.89";"A";"92.91";"A";"92.82";"A";"92.8";"A";"92.79";"A";"92.83";"A";"92.83";"A";"92.87";"A";"92.89";"A";"92.89";"A";"92.87";"A";"92.87";"A";"92.86";"A";"92.85";"A";"92.86";"A";"92.87";"A";"92.87";"A";"92.87";"A";"92.88";"A";"92.88";"A";"92.88";"A";"92.89";"A";"92.89";"A";"92.93";"A";"92.87";"A";"92.87";"A";"92.86";"A";"92.85";"A";"92.85";"A";"92.82";"A";"92.84";"A";"92.48";"A";"92.48";"A";"92.49";"A";"92.41";"A";"92.4";"A";"92.42";"A";"92.43";"A";"92.32";"A";"92.32";"A";"92.36";"A";"92.36";"A";"92.35";"A";"92.4";"A";"92.41";"A";"92.43";"A";"91.66";"A";"91.65";"A";"91.64";"A";"91.63";"A";"91.57";"A";"91.69";"A";"91.64";"A";"91.64";"A";"91.67";"A";"91.66";"A";"91.66";"A";"91.64";"A"
"2014-02";"92.85";"A";"92.85";"A";"92.85";"A";"92.85";"A";"92.85";"A";"92.85";"A";"92.83";"A";"92.85";"A";"92.83";"A";"92.81";"A";"92.82";"A";"92.83";"A";"92.82";"A";"92.82";"A";"92.82";"A";"92.76";"A";"92.77";"A";"92.76";"A";"92.76";"A";"92.76";"A";"92.77";"A";"92.77";"A";"92.77";"A";"92.78";"A";"92.78";"A";"92.78";"A";"92.78";"A";"92.78";"A";"92.79";"A";"92.78";"A";"92.79";"A";"92.78";"A";"92.77";"A";"92.77";"A";"92.72";"A";"92.73";"A";"92.85";"A";"92.85";"A";"92.85";"A";"92.85";"A";"92.81";"A";"92.82";"A";"92.82";"A";"92.79";"A";"92.79";"A";"92.84";"A";"92.84";"A";"92.84";"A";"92.84";"A";"92.84";"A";"92.87";"A";"94.02";"A";"94.11";"A";"94.06";"A";"94.11";"A";"94.06";"A";"94.12";"A";"94.09";"A";"94.1";"A";"94.17";"A";"94.18";"A";"94.2";"A";"94.04";"A"
"2014-01";"92.89";"A";"92.87";"A";"92.86";"A";"92.87";"A";"92.86";"A";"92.9";"A";"92.91";"A";"92.93";"A";"92.91";"A";"92.88";"A";"92.94";"A";"92.94";"A";"92.93";"A";"92.93";"A";"92.93";"A";"92.38";"A";"92.39";"A";"92.38";"A";"92.39";"A";"92.39";"A";"92.4";"A";"92.39";"A";"92.39";"A";"92.4";"A";"92.41";"A";"92.4";"A";"92.4";"A";"92.39";"A";"92.42";"A";"92.42";"A";"92.42";"A";"92.41";"A";"92.4";"A";"92.39";"A";"92.37";"A";"92.38";"A";"92.73";"A";"92.73";"A";"92.71";"A";"92.91";"A";"92.89";"A";"92.88";"A";"92.9";"A";"92.89";"A";"92.88";"A";"92.9";"A";"92.96";"A";"92.97";"A";"92.96";"A";"92.96";"A";"92.97";"A";"93.6";"A";"93.59";"A";"93.56";"A";"93.56";"A";"93.56";"A";"93.59";"A";"93.6";"A";"93.6";"A";"93.63";"A";"93.64";"A";"93.65";"A";"93.67";"A"
"2013-12";"96.52";"A";"96.51";"A";"96.53";"A";"96.54";"A";"96.5";"A";"96.47";"A";"96.54";"A";"96.53";"A";"96.48";"A";"96.42";"A";"96.52";"A";"96.54";"A";"96.53";"A";"96.51";"A";"96.51";"A";"96.38";"A";"96.39";"A";"96.38";"A";"96.38";"A";"96.38";"A";"96.39";"A";"96.39";"A";"96.39";"A";"96.4";"A";"96.38";"A";"96.4";"A";"96.4";"A";"96.4";"A";"96.45";"A";"96.4";"A";"96.4";"A";"96.38";"A";"96.36";"A";"96.37";"A";"96.34";"A";"96.35";"A";"97.2";"A";"97.21";"A";"97.18";"A";"95.61";"A";"95.58";"A";"95.67";"A";"95.61";"A";"95.52";"A";"95.47";"A";"95.6";"A";"95.61";"A";"95.64";"A";"95.67";"A";"95.67";"A";"95.7";"A";"96.9";"A";"96.91";"A";"96.93";"A";"96.89";"A";"96.85";"A";"96.93";"A";"96.95";"A";"96.95";"A";"97.02";"A";"97.03";"A";"97.03";"A";"97.04";"A"
"2013-11";"95.37";"A";"95.4";"A";"95.4";"A";"95.4";"A";"95.4";"A";"95.4";"A";"95.18";"A";"95.35";"A";"95.33";"A";"95.41";"A";"95.16";"A";"95.16";"A";"95.15";"A";"95.12";"A";"95.12";"A";"94.43";"A";"94.43";"A";"94.42";"A";"94.42";"A";"94.42";"A";"94.43";"A";"94.43";"A";"94.44";"A";"94.45";"A";"94.44";"A";"94.45";"A";"94.46";"A";"94.45";"A";"94.46";"A";"94.5";"A";"94.48";"A";"94.47";"A";"94.46";"A";"94.45";"A";"94.45";"A";"94.47";"A";"95.83";"A";"95.83";"A";"95.87";"A";"95.93";"A";"96.05";"A";"96.02";"A";"96.02";"A";"96.01";"A";"96.0";"A";"96.04";"A";"95.88";"A";"95.86";"A";"95.87";"A";"95.87";"A";"95.88";"A";"94.44";"A";"94.42";"A";"94.4";"A";"94.4";"A";"94.3";"A";"94.38";"A";"94.36";"A";"94.36";"A";"94.4";"A";"94.4";"A";"94.37";"A";"94.43";"A"
"2013-10";"92.75";"A";"92.77";"A";"92.77";"A";"92.77";"A";"92.78";"A";"92.79";"A";"92.84";"A";"92.97";"A";"92.88";"A";"92.87";"A";"92.96";"A";"92.99";"A";"92.93";"A";"92.91";"A";"92.91";"A";"92.76";"A";"92.77";"A";"92.76";"A";"92.76";"A";"92.76";"A";"92.77";"A";"92.77";"A";"92.77";"A";"92.76";"A";"92.75";"A";"92.76";"A";"92.76";"A";"92.76";"A";"92.73";"A";"92.76";"A";"92.76";"A";"92.75";"A";"92.74";"A";"92.74";"A";"92.7";"A";"92.72";"A";"93.15";"A";"93.15";"A";"93.15";"A";"93.37";"A";"93.34";"A";"93.32";"A";"93.39";"A";"93.36";"A";"93.39";"A";"93.38";"A";"93.37";"A";"93.35";"A";"93.33";"A";"93.32";"A";"93.33";"A";"93.64";"A";"93.63";"A";"93.69";"A";"93.7";"A";"93.68";"A";"93.74";"A";"93.74";"A";"93.74";"A";"93.78";"A";"93.79";"A";"93.82";"A";"93.83";"A"
"2013-09";"89.3";"A";"89.27";"A";"89.28";"A";"89.28";"A";"89.27";"A";"89.24";"A";"89.33";"A";"89.27";"A";"89.32";"A";"89.17";"A";"89.29";"A";"89.3";"A";"89.33";"A";"89.34";"A";"89.34";"A";"89.6";"A";"89.6";"A";"89.6";"A";"89.6";"A";"89.6";"A";"89.61";"A";"89.62";"A";"89.62";"A";"89.62";"A";"89.62";"A";"89.62";"A";"89.62";"A";"89.62";"A";"89.61";"A";"89.58";"A";"89.69";"A";"89.69";"A";"89.67";"A";"89.67";"A";"89.7";"A";"89.71";"A";"89.33";"A";"89.32";"A";"89.25";"A";"89.5";"A";"89.44";"A";"89.47";"A";"89.47";"A";"89.38";"A";"89.37";"A";"89.41";"A";"89.4";"A";"89.43";"A";"89.45";"A";"89.45";"A";"89.46";"A";"89.84";"A";"89.76";"A";"89.76";"A";"89.74";"A";"89.71";"A";"89.74";"A";"89.74";"A";"89.74";"A";"89.72";"A";"89.72";"A";"89.73";"A";"89.74";"A"
"2013-08";"83.82";"A";"83.83";"A";"83.84";"A";"83.84";"A";"83.82";"A";"83.83";"A";"83.83";"A";"83.76";"A";"83.86";"A";"83.83";"A";"83.81";"A";"83.75";"A";"83.76";"A";"83.77";"A";"83.77";"A";"85.56";"A";"85.52";"A";"85.56";"A";"85.56";"A";"85.56";"A";"85.5";"A";"85.5";"A";"85.51";"A";"85.47";"A";"85.48";"A";"85.46";"A";"85.45";"A";"85.47";"A";"85.41";"A";"85.47";"A";"85.48";"A";"85.54";"A";"85.73";"A";"85.73";"A";"85.88";"A";"85.74";"A";"93.21";"A";"93.2";"A";"93.2";"A";"91.0";"A";"91.08";"A";"91.14";"A";"91.02";"A";"91.54";"A";"91.42";"A";"91.4";"A";"91.41";"A";"91.43";"A";"91.44";"A";"91.46";"A";"91.45";"A";"90.69";"A";"90.83";"A";"90.87";"A";"90.79";"A";"90.9";"A";"90.49";"A";"90.48";"A";"90.48";"A";"90.42";"A";"90.43";"A";"90.44";"A";"90.35";"A"
"2013-07";"85.06";"A";"85.03";"A";"85.0";"A";"85.0";"A";"85.02";"A";"85.05";"A";"85.29";"A";"85.06";"A";"85.1";"A";"85.08";"A";"85.26";"A";"85.23";"A";"85.13";"A";"85.16";"A";"85.16";"A";"85.69";"A";"85.7";"A";"85.7";"A";"85.71";"A";"85.71";"A";"85.72";"A";"85.71";"A";"85.7";"A";"85.7";"A";"85.73";"A";"85.69";"A";"85.68";"A";"85.68";"A";"85.7";"A";"85.66";"A";"85.62";"A";"85.61";"A";"85.57";"A";"85.57";"A";"85.55";"A";"85.57";"A";"83.8";"A";"83.8";"A";"83.84";"A";"84.04";"A";"83.95";"A";"83.82";"A";"83.88";"A";"83.84";"A";"84.06";"A";"83.79";"A";"83.98";"A";"83.98";"A";"83.97";"A";"83.97";"A";"83.84";"A";"83.65";"A";"83.62";"A";"83.59";"A";"83.65";"A";"83.65";"A";"83.72";"A";"83.73";"A";"83.75";"A";"83.76";"A";"83.71";"A";"83.74";"A";"83.73";"A"
